fea1,fea2,fea3,fea4,fea5
106,2,黄,423.469,8724.483333
113,2,黄,453,4253.846154
105,2,黄,27,2540
104,2,黄,111,5275
108,2,黄,-61,487.5
137,2,黄,293,1062.162162
108,2,黄,19,1487.5
123,2,黄,916,4417.391304
107,2,黄,3,1471.428571
102,2,黄,118,10900
108,2,黄,-14,1075
104,2,黄,148,6200
102,2,黄,-80,1000
181,2,白,1976,2562.962963
106,2,白,422,8700
104,2,白,421.734,13043.35
108,2,白,-97.541,30.7375
102,2,白,-30,3500
125,2,白,341.814,1767.256
108,2,白,-28,900
102,2,白,-76,1200
102,2,白,-73,1350
112,2,白,1444,12866.66667
106,2,白,1,1683.333333
133,2,白,1266,4139.393939
200,2,白,12515.5,12615.5
116,2,白,80.123,1125.76875
101,2,白,-97,300
161,2,白,2713,4611.47541
118,2,白,233,1850
105,2,白,150,5000
119,2,白,310,2157.894737
101,2,白,-40,6000
112,2,白,279,3158.333333
101,2,白,-95,500
108,2,白,713,10162.5
119,2,白,-56.6,228.4210526
102,2,白,48,7400
109,2,白,565,7388.888889
134,2,白,242,1005.882353
107,2,白,551,9300
136,2,白,620,2000
107,2,白,105,2928.571429
106,2,白,-30,1166.666667
109,2,白,196.258,3291.755556
101,2,白,-80,2000
114,2,白,86,1328.571429
103,2,白,-89.452,351.6
109,2,白,131,2566.666667
101,2,白,-93,700
108,2,白,372,5900
117,2,白,248,2047.058824
129,2,白,290,1344.827586
129,2,白,290,1344.827586
